1,Business Studies,admin,0
2,Civil Engineering,admin,0
3,Commerce,admin,0
4,Computer Science & Applicaton,admin,0
5,Computer Science Engineering,admin,0
6,Education,admin,0
7,English,admin,0
8,Fashion Design,admin,0
9,Journalism & Mass Communication,admin,0
10,Life & Allied Science,admin,0
11,Mechanical Engineering,admin,0
12,Pharmacy,admin,0
13,Physical Science,admin,0
14,Psychology,admin,0
15,Skill & Vocational Studies,admin,0
16,Tourism & Hospitality Management,admin,0
